Group,Celltype,ONTOLOGY,TERM,N,DE,P.DE,FDR,ID,Generatio,neg_log_P,Order
First,Hofbauer,BP,chemotaxis,614,205.1666667,2.06E-05,0.002777348,GO:0006935,0.334147666,4.685445343,444
First,Hofbauer,BP,granulocyte activation,484,161.8333333,3.03E-10,2.15E-07,GO:0036230,0.334366391,9.519248422,445
First,Hofbauer,BP,neutrophil activation involved in immune response,469,156.8333333,6.90E-10,4.24E-07,GO:0002283,0.334399431,9.161440264,446
First,Hofbauer,BP,neutrophil degranulation,466,155.8333333,8.80E-10,5.01E-07,GO:0043312,0.334406295,9.055412005,447
First,Hofbauer,BP,regulation of T cell proliferation,146,49,2.56E-04,0.022671878,GO:0042129,0.335616438,3.591541699,448
First,Hofbauer,BP,immune response-regulating signaling pathway,540,182.8333333,1.37E-08,4.87E-06,GO:0002764,0.338580247,7.863316245,449
First,Hofbauer,BP,import into cell,813,276.6666667,1.90E-08,6.27E-06,GO:0098657,0.340303403,7.72063878,450
First,Hofbauer,BP,myeloid leukocyte activation,625,214.3333333,6.92E-14,1.57E-10,GO:0002274,0.342933333,13.15969439,451
First,Hofbauer,BP,negative regulation of cell activation,189,64.83333333,1.61E-04,0.01562961,GO:0050866,0.34303351,3.7937983,452
First,Hofbauer,BP,regulation of cytoskeleton organization,508,174.3333333,1.35E-05,0.001964171,GO:0051493,0.343175853,4.870658314,453
First,Hofbauer,BP,leukocyte degranulation,512,175.8333333,1.24E-11,1.28E-08,GO:0043299,0.343424479,10.90787436,454
First,Hofbauer,CC,vacuolar part,543,186.5,2.27E-09,1.12E-06,GO:0044437,0.343462247,8.643994322,455
First,Hofbauer,BP,immune response-activating signal transduction,508,174.8333333,7.72E-09,3.25E-06,GO:0002757,0.344160105,8.112493653,456
First,Hofbauer,BP,positive regulation of kinase activity,548,189,5.88E-06,0.001037364,GO:0033674,0.344890511,5.23044134,457
First,Hofbauer,BP,lymphocyte activation,632,218,2.41E-12,3.05E-09,GO:0046649,0.344936709,11.61792811,458
First,Hofbauer,BP,regulation of lymphocyte activation,399,137.8333333,1.17E-08,4.27E-06,GO:0051249,0.345446951,7.933338755,459
First,Hofbauer,CC,lysosomal membrane,339,117.5,9.83E-06,0.001564114,GO:0005765,0.34660767,5.007357978,460
First,Hofbauer,BP,endocytosis,693,240.6666667,8.09E-09,3.29E-06,GO:0006897,0.347282347,8.092229031,461
First,Hofbauer,BP,activation of protein kinase activity,320,111.5,3.95E-04,0.031540458,GO:0032147,0.3484375,3.403454005,462
First,Hofbauer,CC,lytic vacuole membrane,340,118.5,7.21E-06,0.001233164,GO:0098852,0.348529412,5.142089758,463
First,Hofbauer,BP,myeloid cell activation involved in immune response,523,182.3333333,5.41E-13,1.12E-09,GO:0002275,0.3486297,12.26688918,464
First,Hofbauer,BP,leukocyte differentiation,492,171.6666667,3.04E-09,1.38E-06,GO:0002521,0.348915989,8.517784573,465
First,Hofbauer,BP,positive regulation of cellular component biogenesis,513,179,4.98E-06,8.99E-04,GO:0044089,0.348927875,5.302677353,466
First,Hofbauer,BP,negative regulation of cell-cell adhesion,171,59.83333333,4.21E-04,0.032802505,GO:0022408,0.349902534,3.375206575,467
First,Hofbauer,BP,Ras protein signal transduction,417,146.1666667,4.56E-04,0.034753133,GO:0007265,0.350519584,3.340804086,468
First,Hofbauer,BP,leukocyte activation involved in immune response,675,236.8333333,4.46E-17,1.69E-13,GO:0002366,0.350864198,16.35031402,469
First,Hofbauer,BP,negative regulation of immune effector process,114,40,6.91E-04,0.048400521,GO:0002698,0.350877193,3.16022891,470
First,Hofbauer,BP,leukocyte migration,419,147.1666667,7.54E-11,6.36E-08,GO:0050900,0.351233095,10.1223463,471
First,Hofbauer,BP,T cell proliferation,172,60.5,3.27E-05,0.004130007,GO:0042098,0.351744186,4.485775533,472
First,Hofbauer,BP,regulation of adaptive immune response,152,53.5,7.37E-05,0.008215359,GO:0002819,0.351973684,4.132705583,473
First,Hofbauer,BP,regulation of leukocyte differentiation,261,92,9.26E-06,0.001504134,GO:1902105,0.352490421,5.033547878,474
First,Hofbauer,BP,cell activation involved in immune response,679,239.8333333,1.71E-17,7.80E-14,GO:0002263,0.353215513,16.76615121,475
First,Hofbauer,BP,lymphocyte differentiation,337,119.1666667,1.76E-07,4.66E-05,GO:0030098,0.353610287,6.75396689,476
First,Hofbauer,CC,tertiary granule,158,56,7.75E-06,0.001286749,GO:0070820,0.35443038,5.110748023,477
First,Hofbauer,BP,myeloid leukocyte differentiation,196,69.5,4.07E-04,0.031945633,GO:0002573,0.354591837,3.39015281,478
First,Hofbauer,BP,regulation of lymphocyte differentiation,162,57.5,6.51E-04,0.045935067,GO:0045619,0.354938272,3.186368486,479
First,Hofbauer,BP,negative regulation of leukocyte activation,165,58.83333333,3.91E-05,0.004851314,GO:0002695,0.356565657,4.408334066,480
First,Hofbauer,BP,regulation of cell activation,524,187.8333333,1.71E-12,2.82E-09,GO:0050865,0.35846056,11.76756961,481
First,Hofbauer,BP,regulation of leukocyte activation,482,172.8333333,5.20E-12,5.91E-09,GO:0002694,0.35857538,11.28423064,482
First,Hofbauer,BP,actin filament-based process,725,260.5,3.73E-07,9.12E-05,GO:0030029,0.359310345,6.428540602,483
First,Hofbauer,CC,anchoring junction,541,194.5,1.07E-04,0.011236078,GO:0070161,0.359519409,3.969887834,484
First,Hofbauer,CC,secretory granule membrane,286,102.8333333,1.99E-07,5.16E-05,GO:0030667,0.35955711,6.700245503,485
First,Hofbauer,BP,immune response-regulating cell surface receptor signaling pathway,380,137.5,5.34E-08,1.58E-05,GO:0002768,0.361842105,7.272665495,486
First,Hofbauer,CC,adherens junction,526,190.5,1.21E-04,0.012381689,GO:0005912,0.3621673,3.915877554,487
First,Hofbauer,CC,vacuolar membrane,396,143.5,1.77E-08,5.97E-06,GO:0005774,0.362373737,7.752020612,488
First,Hofbauer,CC,primary lysosome,149,54,1.20E-05,0.001841507,GO:0005766,0.362416107,4.921527235,489
First,Hofbauer,CC,azurophil granule,149,54,1.20E-05,0.001841507,GO:0042582,0.362416107,4.921527235,490
First,Hofbauer,CC,late endosome membrane,127,46.33333333,6.15E-04,0.04382786,GO:0031902,0.364829396,3.211421365,491
First,Hofbauer,BP,positive regulation of lymphocyte activation,253,92.5,5.96E-07,1.38E-04,GO:0051251,0.365612648,6.224723636,492
First,Hofbauer,BP,positive regulation of GTPase activity,366,133.8333333,2.70E-04,0.023715129,GO:0043547,0.365664845,3.568637051,493
First,Hofbauer,BP,negative regulation of cell adhesion,273,99.83333333,1.23E-05,0.001864222,GO:0007162,0.365689866,4.910373525,494
First,Hofbauer,CC,cell-substrate junction,397,145.5,1.04E-04,0.011037842,GO:0030055,0.366498741,3.983664364,495
First,Hofbauer,BP,regulation of cellular component size,349,128,1.92E-04,0.018170284,GO:0032535,0.366762178,3.715583545,496
First,Hofbauer,BP,protein polymerization,267,98,1.01E-04,0.010772285,GO:0051258,0.367041199,3.996274883,497
First,Hofbauer,BP,immune response-activating cell surface receptor signaling pathway,349,128.5,4.42E-08,1.32E-05,GO:0002429,0.368194842,7.355000898,498
First,Hofbauer,CC,cell-substrate adherens junction,394,145.5,6.43E-05,0.007390968,GO:0005924,0.36928934,4.191595794,499
First,Hofbauer,BP,T cell differentiation,236,87.16666667,5.37E-06,9.55E-04,GO:0030217,0.369350282,5.269781534,500
First,Hofbauer,BP,lymphocyte activation involved in immune response,169,62.5,1.63E-06,3.49E-04,GO:0002285,0.369822485,5.788252413,501
First,Hofbauer,CC,focal adhesion,392,145,5.43E-05,0.006403038,GO:0005925,0.369897959,4.265018944,502
First,Hofbauer,BP,antigen receptor-mediated signaling pathway,231,85.5,1.31E-05,0.001926665,GO:0050851,0.37012987,4.881824302,503
First,Hofbauer,BP,T cell activation,443,164,9.35E-12,1.01E-08,GO:0042110,0.37020316,11.0292015,504
First,Hofbauer,BP,positive regulation of hemopoiesis,174,64.5,1.45E-04,0.014391864,GO:1903708,0.370689655,3.839009786,505
First,Hofbauer,BP,regulation of cell adhesion,659,244.8333333,4.42E-11,4.02E-08,GO:0030155,0.371522509,10.35475579,506
First,Hofbauer,CC,actin cytoskeleton,492,183,2.36E-06,4.62E-04,GO:0015629,0.37195122,5.627885143,507
First,Hofbauer,BP,regulation of GTPase activity,435,161.8333333,3.15E-05,0.004023076,GO:0043087,0.372030651,4.501984018,508
First,Hofbauer,BP,positive regulation of leukocyte activation,297,110.5,4.69E-09,2.09E-06,GO:0002696,0.372053872,8.328635153,509
First,Hofbauer,BP,small GTPase mediated signal transduction,532,198.1666667,1.67E-06,3.54E-04,GO:0007264,0.372493734,5.778416578,510
First,Hofbauer,CC,membrane region,316,118,1.48E-05,0.00212838,GO:0098589,0.373417722,4.830256049,511
First,Hofbauer,BP,regulation of cell-cell adhesion,385,144.3333333,1.79E-09,9.67E-07,GO:0022407,0.374891775,8.748068587,512
First,Hofbauer,BP,regulation of T cell differentiation,136,51,2.96E-04,0.025452112,GO:0045580,0.375,3.527992618,513
First,Hofbauer,BP,positive regulation of cell activation,310,116.5,8.36E-10,4.88E-07,GO:0050867,0.375806452,9.077687548,514
First,Hofbauer,BP,regulation of T cell activation,301,113.3333333,2.39E-09,1.15E-06,GO:0050863,0.376522702,8.622341349,515
First,Hofbauer,BP,actin cytoskeleton organization,635,240.5,2.17E-08,6.94E-06,GO:0030036,0.378740157,7.664533331,516
First,Hofbauer,BP,T cell activation involved in immune response,99,37.5,9.88E-05,0.010650684,GO:0002286,0.378787879,4.005302353,517
First,Hofbauer,BP,macrophage activation,91,34.5,4.22E-04,0.032802505,GO:0042116,0.379120879,3.374187683,518
First,Hofbauer,BP,regulation of cell morphogenesis,459,174.5,4.26E-05,0.005240606,GO:0022604,0.380174292,4.370409108,519
First,Hofbauer,BP,positive regulation of endocytosis,147,56,2.93E-04,0.025309773,GO:0045807,0.380952381,3.53371831,520
First,Hofbauer,CC,membrane raft,303,115.5,1.30E-05,0.001926665,GO:0045121,0.381188119,4.887309569,521
First,Hofbauer,BP,regulation of actin filament-based process,371,141.5,6.38E-07,1.47E-04,GO:0032970,0.381401617,6.194932383,522
First,Hofbauer,MF,small GTPase binding,404,154.3333333,4.80E-05,0.005842177,GO:0031267,0.382013201,4.318546013,523
First,Hofbauer,CC,cell leading edge,389,148.8333333,2.41E-04,0.021675328,GO:0031252,0.38260497,3.617876112,524
First,Hofbauer,MF,Ras GTPase binding,390,149.3333333,5.28E-05,0.006293899,GO:0017016,0.382905983,4.277009186,525
First,Hofbauer,CC,membrane microdomain,304,116.5,9.45E-06,0.00152489,GO:0098857,0.383223684,5.024504673,526
First,Hofbauer,BP,leukocyte cell-cell adhesion,319,122.3333333,6.63E-11,5.80E-08,GO:0007159,0.383490073,10.1785769,527
First,Hofbauer,CC,specific granule,155,59.5,6.09E-06,0.001065334,GO:0042581,0.383870968,5.215533336,528
First,Hofbauer,BP,regulation of leukocyte cell-cell adhesion,287,110.3333333,6.15E-10,3.89E-07,GO:1903037,0.384436702,9.211206125,529
First,Hofbauer,MF,GTPase binding,498,191.8333333,3.36E-07,8.32E-05,GO:0051020,0.385207497,6.473259612,530
First,Hofbauer,MF,GTPase regulator activity,272,105.3333333,3.27E-04,0.027453189,GO:0030695,0.387254902,3.485400216,531
First,Hofbauer,BP,inositol lipid-mediated signaling,178,69,5.58E-04,0.040393925,GO:0048017,0.387640449,3.253736804,532
First,Hofbauer,BP,phagocytosis,258,100.6666667,4.61E-07,1.12E-04,GO:0006909,0.390180879,6.336217641,533
First,Hofbauer,BP,regulation of cell-substrate adhesion,205,80,5.08E-04,0.037546283,GO:0010810,0.390243902,3.293844645,534
First,Hofbauer,BP,positive regulation of leukocyte differentiation,137,53.5,1.17E-04,0.012021951,GO:1902107,0.390510949,3.930634389,535
First,Hofbauer,CC,tertiary granule membrane,69,27,7.05E-04,0.049177102,GO:0070821,0.391304348,3.151981779,536
First,Hofbauer,MF,molecular adaptor activity,222,87,1.13E-04,0.011756824,GO:0060090,0.391891892,3.946228181,537
First,Hofbauer,BP,regulation of actin cytoskeleton organization,327,128.5,2.52E-07,6.44E-05,GO:0032956,0.392966361,6.598797796,538
First,Hofbauer,BP,regulation of small GTPase mediated signal transduction,315,124.1666667,2.25E-04,0.020406546,GO:0051056,0.394179894,3.647519077,539
First,Hofbauer,BP,regulation of supramolecular fiber organization,333,131.5,8.77E-08,2.43E-05,GO:1902903,0.394894895,7.056950164,540
First,Hofbauer,CC,cell cortex,298,118,2.84E-05,0.003676786,GO:0005938,0.395973154,4.545981276,541
First,Hofbauer,BP,positive regulation of cell adhesion,388,154,4.50E-10,3.10E-07,GO:0045785,0.396907216,9.347159412,542
First,Hofbauer,BP,positive regulation of cell-cell adhesion,244,97.5,2.15E-08,6.94E-06,GO:0022409,0.399590164,7.667135926,543
First,Hofbauer,BP,positive regulation of cytoskeleton organization,218,87.33333333,1.11E-06,2.45E-04,GO:0051495,0.400611621,5.955473753,544
First,Hofbauer,MF,GTPase activator activity,242,97.33333333,1.80E-04,0.017140735,GO:0005096,0.402203857,3.744534965,545
First,Hofbauer,MF,actin binding,408,164.5,4.98E-07,1.17E-04,GO:0003779,0.403186275,6.303168682,546
First,Hofbauer,CC,specific granule membrane,88,35.5,2.94E-04,0.025316486,GO:0035579,0.403409091,3.531954955,547
First,Hofbauer,BP,positive regulation of T cell activation,193,78,1.09E-07,2.98E-05,GO:0050870,0.404145078,6.963947072,548
First,Hofbauer,BP,actin filament organization,378,153,2.94E-08,9.04E-06,GO:0007015,0.404761905,7.531519912,549
First,Hofbauer,BP,regulation of protein polymerization,207,84,6.32E-06,0.001098097,GO:0032271,0.405797101,5.199050206,550
First,Hofbauer,BP,ceramide metabolic process,91,37,1.51E-04,0.01497887,GO:0006672,0.406593407,3.819755428,551
First,Hofbauer,BP,actin polymerization or depolymerization,197,80.5,3.42E-05,0.004302194,GO:0008154,0.408629442,4.465593788,552
First,Hofbauer,BP,T cell differentiation involved in immune response,66,27,5.38E-04,0.03919869,GO:0002292,0.409090909,3.269536167,553
First,Hofbauer,BP,positive regulation of protein polymerization,128,52.5,2.91E-04,0.025232067,GO:0032273,0.41015625,3.536708193,554
First,Hofbauer,BP,positive regulation of leukocyte cell-cell adhesion,207,85.5,9.14E-09,3.46E-06,GO:1903039,0.413043478,8.039223987,555
First,Hofbauer,MF,actin filament binding,190,78.5,4.32E-04,0.033452037,GO:0051015,0.413157895,3.364100207,556
First,Hofbauer,MF,"protein binding, bridging",162,67,4.87E-05,0.005889186,GO:0030674,0.413580247,4.312749156,557
First,Hofbauer,BP,regulation of actin filament length,169,70,2.79E-05,0.00363153,GO:0030832,0.414201183,4.553834663,558
First,Hofbauer,BP,Fc receptor signaling pathway,171,71,9.57E-06,0.001532596,GO:0038093,0.415204678,5.019246233,559
First,Hofbauer,BP,actin filament polymerization,171,71,2.52E-05,0.003312563,GO:0030041,0.415204678,4.598752096,560
First,Hofbauer,BP,regulation of actin polymerization or depolymerization,168,70,2.02E-05,0.002751548,GO:0008064,0.416666667,4.694668678,561
First,Hofbauer,BP,alpha-beta T cell differentiation,97,40.66666667,3.85E-04,0.031054856,GO:0046632,0.419243986,3.414583686,562
First,Hofbauer,CC,lamellipodium,187,78.5,4.76E-04,0.035467829,GO:0030027,0.419786096,3.322016448,563
First,Hofbauer,BP,lysosome localization,69,29,4.71E-04,0.035395142,GO:0032418,0.420289855,3.326743441,564
First,Hofbauer,BP,"CD4-positive, alpha-beta T cell differentiation",71,30,4.45E-04,0.03416569,GO:0043367,0.422535211,3.352080398,565
First,Hofbauer,BP,positive regulation of supramolecular fiber organization,197,83.5,8.80E-07,2.00E-04,GO:1902905,0.423857868,6.055577096,566
First,Hofbauer,BP,regulation of actin filament polymerization,152,65,1.22E-05,0.001864222,GO:0030833,0.427631579,4.91222212,567
First,Hofbauer,BP,positive regulation of actin filament polymerization,94,40.5,5.35E-04,0.039155555,GO:0030838,0.430851064,3.271408537,568
First,Hofbauer,BP,actin filament bundle organization,151,65.5,1.29E-04,0.013099718,GO:0061572,0.433774834,3.889452346,569
First,Hofbauer,BP,regulation of actin filament organization,247,107.5,1.79E-08,5.97E-06,GO:0110053,0.435222672,7.748201732,570
First,Hofbauer,BP,alpha-beta T cell activation,129,56.5,1.56E-06,3.38E-04,GO:0046631,0.437984496,5.806425192,571
First,Hofbauer,MF,guanyl-nucleotide exchange factor activity,206,90.5,1.61E-05,0.002282786,GO:0005085,0.439320388,4.793090556,572
First,Hofbauer,BP,alpha-beta T cell activation involved in immune response,59,26,4.07E-04,0.031945633,GO:0002287,0.440677966,3.390174769,573
First,Hofbauer,BP,alpha-beta T cell differentiation involved in immune response,59,26,4.07E-04,0.031945633,GO:0002293,0.440677966,3.390174769,574
First,Hofbauer,BP,lymphocyte costimulation,52,23,6.17E-04,0.04383768,GO:0031294,0.442307692,3.209964769,575
First,Hofbauer,BP,actin filament bundle assembly,148,65.5,5.97E-05,0.006964614,GO:0051017,0.442567568,4.224030624,576
First,Hofbauer,BP,"CD4-positive, alpha-beta T cell differentiation involved in immune response",58,26,3.17E-04,0.026876848,GO:0002294,0.448275862,3.499449176,577
First,Hofbauer,BP,T cell costimulation,51,23,4.70E-04,0.035395142,GO:0031295,0.450980392,3.327507276,578
First,Hofbauer,BP,"CD4-positive, alpha-beta T cell activation",86,39,7.36E-06,0.001245733,GO:0035710,0.453488372,5.132952291,579
First,Hofbauer,BP,contractile actin filament bundle assembly,95,43.5,3.30E-04,0.027519703,GO:0030038,0.457894737,3.481155928,580
First,Hofbauer,BP,stress fiber assembly,95,43.5,3.30E-04,0.027519703,GO:0043149,0.457894737,3.481155928,581
First,Hofbauer,MF,Ras guanyl-nucleotide exchange factor activity,132,60.5,6.08E-04,0.043524809,GO:0005088,0.458333333,3.215798321,582
First,Hofbauer,BP,regulation of actomyosin structure organization,92,42.5,8.41E-05,0.009241629,GO:0110020,0.461956522,4.075243453,583
First,Hofbauer,BP,regulation of stress fiber assembly,81,37.5,3.71E-04,0.030360406,GO:0051492,0.462962963,3.430588347,584
First,Hofbauer,BP,regulation of alpha-beta T cell activation,86,39.83333333,1.27E-05,0.001904044,GO:0046634,0.463178295,4.895441691,585
First,Hofbauer,BP,mast cell activation,56,26,1.00E-04,0.010766189,GO:0045576,0.464285714,3.998564457,586
First,Hofbauer,BP,T-helper cell differentiation,56,26,2.15E-04,0.019726785,GO:0042093,0.464285714,3.668145293,587
First,Hofbauer,BP,positive regulation of alpha-beta T cell activation,58,27,2.65E-04,0.023340564,GO:0046635,0.465517241,3.577231257,588
First,Hofbauer,BP,mast cell activation involved in immune response,45,21,4.51E-04,0.034574333,GO:0002279,0.466666667,3.345452048,589
First,Hofbauer,BP,"regulation of CD4-positive, alpha-beta T cell differentiation",45,21,4.85E-04,0.035921157,GO:0043370,0.466666667,3.314473618,590
First,Hofbauer,BP,regulation of actin filament bundle assembly,93,43.5,1.06E-04,0.011111906,GO:0032231,0.467741935,3.976719992,591
First,Hofbauer,BP,actin cytoskeleton reorganization,98,46,1.84E-04,0.01740652,GO:0031532,0.469387755,3.736039118,592
First,Hofbauer,BP,regulation of cell shape,144,68,2.66E-06,5.13E-04,GO:0008360,0.472222222,5.574598493,593
First,Hofbauer,MF,immunoglobulin binding,19,9,4.04E-04,0.031945633,GO:0019865,0.473684211,3.393231514,594
First,Hofbauer,BP,regulation of antigen receptor-mediated signaling pathway,63,30,1.85E-05,0.002547434,GO:0050854,0.476190476,4.731908055,595
First,Hofbauer,BP,regulation of phospholipid metabolic process,84,40.5,3.54E-05,0.004421827,GO:1903725,0.482142857,4.451289153,596
First,Hofbauer,BP,regulation of leukocyte degranulation,43,21,6.24E-04,0.044209071,GO:0043300,0.488372093,3.204945887,597
First,Hofbauer,BP,positive regulation of actin filament bundle assembly,60,30,1.32E-04,0.01332219,GO:0032233,0.5,3.880204162,598
First,Hofbauer,BP,adherens junction assembly,88,44.5,5.92E-04,0.042517516,GO:0034333,0.505681818,3.227335168,599
First,Hofbauer,BP,"positive regulation of CD4-positive, alpha-beta T cell activation",33,17,1.75E-04,0.016693636,GO:2000516,0.515151515,3.757834411,600
First,Hofbauer,BP,regulation of lipid kinase activity,63,32.5,1.05E-04,0.011092718,GO:0043550,0.515873016,3.979485884,601
First,Hofbauer,BP,"regulation of CD4-positive, alpha-beta T cell activation",56,29,3.42E-06,6.43E-04,GO:2000514,0.517857143,5.466259524,602
First,Hofbauer,BP,regulation of phosphatidylinositol 3-kinase activity,54,28.5,1.72E-04,0.016510564,GO:0043551,0.527777778,3.764452047,603
First,Hofbauer,BP,positive regulation of stress fiber assembly,51,27,1.34E-04,0.013442268,GO:0051496,0.529411765,3.874381314,604
First,Hofbauer,MF,signaling adaptor activity,74,40,1.15E-05,0.001792042,GO:0035591,0.540540541,4.93926121,605
First,Hofbauer,BP,Fc receptor mediated stimulatory signaling pathway,81,44,1.92E-06,3.87E-04,GO:0002431,0.543209877,5.715738193,606
First,Hofbauer,BP,Fc-gamma receptor signaling pathway,78,44,3.18E-07,8.02E-05,GO:0038094,0.564102564,6.498111292,607
First,Hofbauer,CC,immunological synapse,36,20.5,1.43E-04,0.014309379,GO:0001772,0.569444444,3.84340669,608
First,Hofbauer,BP,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,75,43,4.79E-07,1.13E-04,GO:0002433,0.573333333,6.320037573,609
First,Hofbauer,BP,Fc-gamma receptor signaling pathway involved in phagocytosis,75,43,4.79E-07,1.13E-04,GO:0038096,0.573333333,6.320037573,610
First,Hofbauer,BP,T-helper 1 cell differentiation,19,11,6.52E-04,0.045935067,GO:0045063,0.578947368,3.185615436,611
First,Hofbauer,BP,positive regulation of lipid kinase activity,36,21,2.83E-04,0.024727789,GO:0090218,0.583333333,3.547862484,612
First,Hofbauer,MF,SH3/SH2 adaptor activity,46,27,3.92E-05,0.004851314,GO:0005070,0.586956522,4.406285126,613
First,Hofbauer,BP,positive regulation of phosphatidylinositol 3-kinase activity,32,19,3.79E-04,0.030778176,GO:0043552,0.59375,3.421561402,614
First,Hofbauer,BP,positive regulation of phospholipid metabolic process,46,28,3.38E-06,6.41E-04,GO:1903727,0.608695652,5.470911873,615
First,Hofbauer,BP,B cell receptor signaling pathway,58,38,7.75E-10,4.64E-07,GO:0050853,0.655172414,9.110430186,616
First,Hofbauer,BP,regulation of B cell receptor signaling pathway,28,19,3.72E-06,6.88E-04,GO:0050855,0.678571429,5.429736372,617
First,Stromal,CC,cytoplasm,10837,2604.083333,4.75E-07,6.36E-04,GO:0005737,0.240295592,6.322899113,618
First,Stromal,BP,immune response,1897,459.1666667,8.77E-05,0.029509817,GO:0006955,0.242048849,4.056798171,619
First,Stromal,CC,cytoplasmic part,9146,2225.5,5.67E-07,6.45E-04,GO:0044444,0.243330418,6.246333408,620
First,Stromal,BP,regulation of cellular protein metabolic process,2535,653.6666667,1.32E-04,0.039069478,GO:0032268,0.257856673,3.87863398,621
First,Stromal,BP,phosphate-containing compound metabolic process,3147,831.5833333,5.49E-05,0.021911383,GO:0006796,0.264246372,4.260417667,622
First,Stromal,BP,phosphorus metabolic process,3172,838.5833333,4.83E-05,0.019633446,GO:0006793,0.264370534,4.315777759,623
First,Stromal,CC,cytosol,4822,1299.666667,5.30E-11,6.03E-07,GO:0005829,0.26952855,10.27534283,624
First,Stromal,BP,regulation of signal transduction,3004,815.4166667,8.82E-05,0.029509817,GO:0009966,0.271443631,4.054486881,625
First,Stromal,BP,intracellular signal transduction,2794,768.5,8.68E-06,0.005065818,GO:0035556,0.275053686,5.061248147,626
First,Stromal,BP,regulation of catalytic activity,2206,612.6666667,1.19E-05,0.006465385,GO:0050790,0.27772741,4.923118661,627
First,Stromal,CC,cytoskeleton,2089,586.5833333,1.14E-04,0.035057788,GO:0005856,0.280796234,3.942946075,628
First,Stromal,BP,negative regulation of signaling,1360,383.3333333,1.50E-04,0.043215762,GO:0023057,0.281862745,3.823693048,629
First,Stromal,BP,regulation of intracellular signal transduction,1856,524.5,2.26E-06,0.001770691,GO:1902531,0.282596983,5.646421648,630
First,Stromal,BP,negative regulation of cell communication,1356,383.3333333,1.19E-04,0.036048263,GO:0010648,0.282694199,3.925016701,631
First,Stromal,BP,negative regulation of signal transduction,1253,358.3333333,5.97E-05,0.023420847,GO:0009968,0.285980314,4.223931714,632
First,Stromal,BP,cellular response to oxygen-containing compound,1092,313.5833333,1.48E-04,0.043215762,GO:1901701,0.287164225,3.829010552,633
First,Stromal,BP,regulation of hydrolase activity,1219,352,7.80E-05,0.028148314,GO:0051336,0.28876128,4.10816937,634
First,Stromal,BP,cell migration,1450,418.8333333,7.41E-05,0.027618266,GO:0016477,0.288850575,4.130436067,635
First,Stromal,BP,vesicle-mediated transport,1909,552.3333333,4.26E-08,1.38E-04,GO:0016192,0.289331238,7.370935186,636
First,Stromal,BP,positive regulation of molecular function,1671,492.6666667,9.50E-06,0.005405507,GO:0044093,0.294833433,5.022065902,637
First,Stromal,BP,regulation of locomotion,1023,303.3333333,9.64E-05,0.031321364,GO:0040012,0.296513522,4.016023597,638
First,Stromal,BP,regulation of cellular component movement,1035,310.3333333,8.24E-05,0.028865162,GO:0051270,0.299838969,4.08415825,639
First,Stromal,BP,regulation of cell motility,952,287.3333333,3.66E-05,0.015999131,GO:2000145,0.301820728,4.436862583,640
First,Stromal,BP,positive regulation of catalytic activity,1343,410.1666667,1.42E-06,0.001242151,GO:0043085,0.305410772,5.847814457,641
First,Stromal,MF,enzyme binding,2112,647.3333333,1.33E-09,7.58E-06,GO:0019899,0.306502525,8.875379941,642
First,Stromal,BP,regulation of cell migration,895,274.3333333,2.09E-05,0.010451026,GO:0030334,0.306517691,4.680137767,643
First,Stromal,BP,positive regulation of cell migration,520,164,1.01E-04,0.032024265,GO:0030335,0.315384615,3.994150648,644
First,Stromal,BP,cytoskeleton organization,1264,403.5,1.04E-06,9.84E-04,GO:0007010,0.319224684,5.983646249,645
First,Stromal,BP,regulation of cell adhesion,659,213,8.25E-05,0.028865162,GO:0030155,0.323216995,4.083674954,646
First,Stromal,BP,cellular response to nitrogen compound,619,201.5833333,4.20E-05,0.018035155,GO:1901699,0.325659666,4.376566564,647
First,Stromal,BP,positive regulation of hydrolase activity,723,238,1.22E-06,0.001110678,GO:0051345,0.329183956,5.913434212,648
First,Stromal,BP,supramolecular fiber organization,639,211.5,1.05E-04,0.032657967,GO:0097435,0.330985915,3.979650309,649
First,Stromal,BP,cellular response to organonitrogen compound,561,193.5833333,1.74E-06,0.001465053,GO:0071417,0.34506833,5.759745349,650
First,Stromal,MF,cytoskeletal protein binding,934,323,5.08E-07,6.42E-04,GO:0008092,0.345824411,6.294136896,651
First,Stromal,BP,response to insulin,263,92.58333333,6.12E-05,0.023588022,GO:0032868,0.352027883,4.213418776,652
First,Stromal,MF,enzyme activator activity,477,168.3333333,3.53E-06,0.002591264,GO:0008047,0.35290007,5.451792389,653
First,Stromal,BP,regulation of actin cytoskeleton organization,327,117,1.59E-04,0.045180757,GO:0032956,0.357798165,3.798918823,654
First,Stromal,BP,cellular response to insulin stimulus,211,78,9.84E-05,0.031530852,GO:0032869,0.369668246,4.006968257,655
First,Stromal,CC,actin cytoskeleton,492,182,3.65E-06,0.002591264,GO:0015629,0.369918699,5.438300635,656
First,Stromal,CC,cell-substrate adherens junction,394,147,2.37E-05,0.011484502,GO:0005924,0.373096447,4.624752273,657
First,Stromal,CC,focal adhesion,392,147,1.99E-05,0.010279501,GO:0005925,0.375,4.701537582,658
First,Stromal,CC,anchoring junction,541,203,2.04E-06,0.001653621,GO:0070161,0.375231054,5.691368301,659
First,Stromal,CC,cell-substrate junction,397,149,1.54E-05,0.008148022,GO:0030055,0.375314861,4.812441685,660
